ID,数学,判定
20122406,30,不合格
20122407,66,B
20122408,7,不合格
20122409,68,B
20122410,93,A
20122411,80,A
20122412,8,不合格
20122413,71,B
20122414,54,不合格
20122415,53,不合格
20122416,68,B
20122417,31,不合格
20122418,94,A
20122419,46,不合格
20122420,39,不合格
20122421,29,不合格
20122422,72,B
20122423,47,不合格
20122424,2,不合格
20122425,46,不合格
20122426,38,不合格
20122427,25,不合格
20122428,26,不合格
20122429,22,不合格
20122430,85,A
20122431,86,A
20122432,90,A
20122433,28,不合格
20122434,66,B
20122435,41,不合格
20122436,11,不合格
20122437,48,不合格
20122438,64,B
20122439,95,A
20122440,6,不合格
20122441,50,不合格
20122442,32,不合格
20122443,68,B
20122444,49,不合格
20122445,26,不合格
20122446,21,不合格
20122447,69,B
20122448,71,B
20122449,11,不合格
20122450,66,B
20122451,78,B
20122452,18,不合格
20122453,2,不合格
20122454,99,A
20122455,72,B
20122456,55,不合格
20122457,96,A
20122458,11,不合格
20122459,88,A
20122460,45,不合格
20122461,57,不合格
20122462,64,B
20122463,73,B
20122464,92,A
20122465,38,不合格
20122466,67,B
20122467,68,B
20122468,78,B
20122469,40,不合格
20122470,76,B
20122471,55,不合格
20122472,18,不合格
20122473,91,A
20122474,41,不合格
20122475,78,B
20122476,10,不合格
20122477,62,B
20122478,33,不合格
20122479,17,不合格
20122480,16,不合格
20122481,78,B
20122482,21,不合格
20122483,37,不合格
20122484,3,不合格
20122485,39,不合格
20122486,44,不合格
20122487,71,B
20122488,79,B
20122489,77,B
20122490,87,A
20122491,81,A
20122492,68,B
20122493,11,不合格
20122494,15,不合格
20122495,58,不合格
20122496,98,A
20122497,46,不合格
20122498,44,不合格
20122499,72,B
20122500,31,不合格
20122501,17,不合格
20122502,97,A
20122503,91,A
20122504,59,不合格
20122505,96,A
20122506,11,不合格
20122507,99,A
20122508,48,不合格
20122509,25,不合格
20122510,19,不合格
20122511,81,A
20122512,67,B
20122513,1,不合格
20122514,46,不合格
20122515,81,A
20122516,45,不合格
20122517,67,B
20122518,79,B
20122519,54,不合格
20122520,37,不合格
20122521,74,B
20122522,36,不合格
20122523,26,不合格
20122524,6,不合格
20122525,56,不合格
20122526,33,不合格
20122527,17,不合格
20122528,65,B
20122529,57,不合格
20122530,66,B
20122531,75,B
20122532,0,不合格
20122533,37,不合格
20122534,4,不合格
20122535,94,A
20122536,20,不合格
20122537,94,A
20122538,58,不合格
20122539,99,A
20122540,40,不合格
20122541,74,B
20122542,35,不合格
20122543,16,不合格
20122544,24,不合格
20122545,88,A
20122546,77,B
20122547,93,A
20122548,89,A
20122549,40,不合格
20122550,79,B
20122551,97,A
20122552,14,不合格
20122553,24,不合格
20122554,53,不合格
20122555,39,不合格
20122556,10,不合格
20122557,49,不合格
20122558,6,不合格
20122559,53,不合格
20122560,20,不合格
20122561,77,B
20122562,28,不合格
20122563,45,不合格
20122564,2,不合格
20122565,81,A
20122566,37,不合格
20122567,74,B
20122568,93,A
20122569,52,不合格
20122570,93,A
20122571,12,不合格
20122572,1,不合格
20122573,70,B
20122574,29,不合格
20122575,95,A
20122576,16,不合格
20122577,65,B
20122578,8,不合格
20122579,12,不合格
20122580,88,A
20122581,37,不合格
20122582,45,不合格
20122583,25,不合格
20122584,74,B
20122585,7,不合格
20122586,59,不合格
20122587,21,不合格
20122588,45,不合格
20122589,87,A
20122590,28,不合格
20122591,13,不合格
20122592,17,不合格
20122593,6,不合格
20122594,5,不合格
20122595,2,不合格
20122596,78,B
20122597,37,不合格
20122598,32,不合格
20122599,98,A
20122600,98,A
20122601,74,B
20122602,97,A
20122603,61,B
20122604,29,不合格
20122605,13,不合格
20122606,51,不合格
20122607,48,不合格
20122608,56,不合格
20122609,55,不合格
20122610,95,A
20122611,45,不合格
20122612,45,不合格
20122613,79,B
20122614,99,A
20122615,92,A
20122616,37,不合格
20122617,69,B
20122618,36,不合格
20122619,85,A
20122620,89,A
20122621,97,A
20122622,76,B
20122623,55,不合格
20122624,54,不合格
20122625,28,不合格
20122626,12,不合格
20122627,6,不合格
20122628,97,A
20122629,59,不合格
20122630,68,B
20122631,43,不合格
20122632,44,不合格
20122633,71,B
20122634,81,A
20122635,36,不合格
20122636,62,B
20122637,76,B
20122638,81,A
20122639,27,不合格
20122640,90,A
20122641,43,不合格
20122642,64,B
20122643,43,不合格
20122644,39,不合格
20122645,73,B
20122646,64,B
20122647,0,不合格
20122648,96,A
20122649,93,A
20122650,44,不合格
20122651,35,不合格
20122652,48,不合格
20122653,73,B
20122654,76,B
20122655,54,不合格
20122656,6,不合格
20122657,65,B
20122658,97,A
20122659,22,不合格
20122660,0,不合格
20122661,28,不合格
20122662,69,B
20122663,35,不合格
20122664,50,不合格
20122665,81,A
20122666,61,B
20122667,16,不合格
20122668,6,不合格
20122669,71,B
20122670,41,不合格
20122671,18,不合格
20122672,43,不合格
20122673,84,A
20122674,12,不合格
20122675,74,B
20122676,4,不合格
20122677,5,不合格
20122678,11,不合格
20122679,13,不合格
20122680,82,A
20122681,5,不合格
20122682,76,B
20122683,66,B
20122684,7,不合格
20122685,55,不合格
20122686,39,不合格
20122687,24,不合格
20122688,16,不合格
20122689,80,A
20122690,34,不合格
20122691,31,不合格
20122692,93,A
20122693,44,不合格
20122694,18,不合格
20122695,17,不合格
20122696,60,B
20122697,21,不合格
20122698,63,B
20122699,40,不合格
20122700,5,不合格
20122701,72,B
20122702,26,不合格
20122703,13,不合格
20122704,67,B
20122705,91,A
20122706,43,不合格
20122707,44,不合格
20122708,93,A
20122709,56,不合格
20122710,19,不合格
20122711,6,不合格
20122712,77,B
20122713,90,A
20122714,31,不合格
20122715,20,不合格
20122716,29,不合格
20122717,21,不合格
20122718,30,不合格
20122719,91,A
20122720,1,不合格
20122721,81,A
20122722,2,不合格
20122723,38,不合格
20122724,58,不合格
20122725,81,A
20122726,33,不合格
20122727,26,不合格
20122728,29,不合格
20122729,72,B
20122730,82,A
20122731,25,不合格
20122732,98,A
20122733,49,不合格
20122734,50,不合格
20122735,39,不合格
20122736,13,不合格
20122737,60,B
20122738,98,A
20122739,28,不合格
20122740,10,不合格
20122741,90,A
20122742,55,不合格
20122743,54,不合格
20122744,94,A
20122745,69,B
20122746,11,不合格
20122747,16,不合格
20122748,30,不合格
20122749,30,不合格
20122750,40,不合格
20122751,21,不合格
20122752,73,B
20122753,28,不合格
20122754,75,B
20122755,17,不合格
20122756,75,B
20122757,20,不合格
20122758,10,不合格
20122759,85,A
20122760,36,不合格
20122761,94,A
20122762,9,不合格
20122763,57,不合格
20122764,25,不合格
20122765,96,A
20122766,99,A
20122767,97,A
20122768,53,不合格
20122769,7,不合格
20122770,23,不合格
20122771,79,B
20122772,82,A
20122773,82,A
20122774,10,不合格
20122775,82,A
20122776,91,A
20122777,86,A
20122778,93,A
20122779,86,A
20122780,1,不合格
20122781,70,B
20122782,4,不合格
20122783,24,不合格
20122784,55,不合格
20122785,89,A
20122786,5,不合格
20122787,67,B
20122788,73,B
20122789,5,不合格
20122790,3,不合格
20122791,21,不合格
20122792,47,不合格
20122793,31,不合格
20122794,33,不合格
20122795,79,B
20122796,61,B
20122797,85,A
20122798,18,不合格
20122799,23,不合格
20122800,99,A
20122801,19,不合格
20122802,23,不合格
20122803,10,不合格
20122804,32,不合格
20122805,35,不合格
20122806,25,不合格
20122807,12,不合格
20122808,44,不合格
20122809,24,不合格
20122810,0,不合格
20122811,65,B
20122812,36,不合格
20122813,51,不合格
20122814,9,不合格
20122815,34,不合格
20122816,54,不合格
20122817,34,不合格
20122818,30,不合格
20122819,9,不合格
20122820,69,B
20122821,53,不合格
20122822,51,不合格
20122823,95,A
20122824,3,不合格
20122825,3,不合格
20122826,90,A
20122827,27,不合格
20122828,90,A
20122829,97,A
20122830,18,不合格
20122831,23,不合格
20122832,29,不合格
20122833,35,不合格
20122834,72,B
20122835,14,不合格
20122836,2,不合格
20122837,73,B
20122838,80,A
20122839,86,A
20122840,76,B
20122841,63,B
20122842,20,不合格
20122843,72,B
20122844,33,不合格
20122845,73,B
20122846,56,不合格
20122847,58,不合格
20122848,83,A
20122849,51,不合格
20122850,62,B
20122851,16,不合格
20122852,54,不合格
20122853,10,不合格
20122854,62,B
20122855,2,不合格
20122856,77,B
20122857,95,A
20122858,10,不合格
20122859,60,B
20122860,9,不合格
20122861,38,不合格
20122862,19,不合格
20122863,88,A
20122864,98,A
20122865,40,不合格
20122866,92,A
20122867,32,不合格
20122868,90,A
20122869,0,不合格
20122870,27,不合格
20122871,29,不合格
20122872,13,不合格
20122873,25,不合格
20122874,14,不合格
20122875,24,不合格
20122876,20,不合格
20122877,76,B
20122878,66,B
20122879,3,不合格
20122880,85,A
20122881,59,不合格
20122882,25,不合格
20122883,99,A
20122884,5,不合格
20122885,79,B
20122886,89,A
20122887,34,不合格
20122888,12,不合格
20122889,1,不合格
20122890,7,不合格
20122891,36,不合格
20122892,24,不合格
20122893,94,A
20122894,89,A
20122895,1,不合格
20122896,70,B
20122897,78,B
20122898,31,不合格
20122899,81,A
20122900,53,不合格
20122901,10,不合格
20122902,29,不合格
20122903,11,不合格
20122904,22,不合格
20122905,6,不合格
20122906,49,不合格
20122907,91,A
20122908,51,不合格
20122909,97,A
20122910,34,不合格
20122911,90,A
20122912,24,不合格
20122913,58,不合格
20122914,25,不合格
20122915,10,不合格
20122916,39,不合格
20122917,99,A
20122918,29,不合格
20122919,57,不合格
20122920,9,不合格
20122921,90,A
20122922,37,不合格
20122923,79,B
20122924,68,B
20122925,13,不合格
20122926,88,A
20122927,7,不合格
20122928,35,不合格
20122929,72,B
20122930,82,A
20122931,43,不合格
20122932,91,A
20122933,2,不合格
20122934,14,不合格
20122935,98,A
20122936,79,B
20122937,10,不合格
20122938,54,不合格
20122939,81,A
20122940,63,B
20122941,32,不合格
20122942,19,不合格
20122943,56,不合格
20122944,18,不合格
20122945,71,B
20122946,79,B
20122947,50,不合格
20122948,59,不合格
20122949,74,B
20122950,48,不合格
20122951,37,不合格
20122952,63,B
20122953,49,不合格
20122954,4,不合格
20122955,88,A
20122956,21,不合格
20122957,42,不合格
20122958,60,B
20122959,57,不合格
20122960,19,不合格
20122961,64,B
20122962,21,不合格
20122963,29,不合格
20122964,39,不合格
20122965,86,A
20122966,68,B
20122967,96,A
20122968,1,不合格
20122969,97,A
20122970,8,不合格
20122971,59,不合格
20122972,61,B
20122973,88,A
20122974,54,不合格
20122975,84,A
20122976,13,不合格
20122977,72,B
20122978,86,A
20122979,82,A
20122980,72,B
20122981,97,A
20122982,58,不合格
20122983,62,B
20122984,51,不合格
20122985,79,B
20122986,18,不合格
20122987,6,不合格
20122988,96,A
20122989,44,不合格
20122990,51,不合格
20122991,88,A
20122992,5,不合格
20122993,94,A
20122994,87,A
20122995,13,不合格
20122996,53,不合格
20122997,64,B
20122998,33,不合格
20122999,5,不合格
20123000,13,不合格
20123001,82,A
20123002,11,不合格
20123003,10,不合格
20123004,85,A
20123005,29,不合格
20123006,25,不合格
20123007,89,A
20123008,85,A
20123009,0,不合格
20123010,96,A
20123011,82,A
20123012,61,B
20123013,7,不合格
20123014,11,不合格
20123015,6,不合格
20123016,29,不合格
20123017,2,不合格
20123018,98,A
20123019,44,不合格
20123020,95,A
20123021,41,不合格
20123022,30,不合格
20123023,24,不合格
20123024,11,不合格
20123025,42,不合格
20123026,48,不合格
20123027,55,不合格
20123028,90,A
20123029,61,B
20123030,5,不合格
20123031,51,不合格
20123032,19,不合格
20123033,5,不合格
20123034,88,A
20123035,81,A
20123036,36,不合格
20123037,22,不合格
20123038,54,不合格
20123039,35,不合格
20123040,34,不合格
20123041,49,不合格
20123042,92,A
20123043,36,不合格
20123044,64,B
20123045,54,不合格
20123046,1,不合格
20123047,38,不合格
20123048,87,A
20123049,61,B
20123050,58,不合格
20123051,18,不合格
20123052,52,不合格
20123053,10,不合格
20123054,4,不合格
20123055,48,不合格
20123056,88,A
20123057,72,B
20123058,25,不合格
20123059,55,不合格
20123060,64,B
20123061,6,不合格
20123062,27,不合格
20123063,39,不合格
20123064,33,不合格
20123065,26,不合格
20123066,25,不合格
20123067,61,B
20123068,52,不合格
20123069,20,不合格
20123070,9,不合格
20123071,8,不合格
20123072,17,不合格
20123073,61,B
20123074,15,不合格
20123075,12,不合格
20123076,19,不合格
20123077,60,B
20123078,37,不合格
20123079,7,不合格
20123080,80,A
20123081,84,A
20123082,32,不合格
20123083,99,A
20123084,94,A
20123085,24,不合格
20123086,66,B
20123087,18,不合格
20123088,9,不合格
20123089,82,A
20123090,30,不合格
20123091,31,不合格
20123092,28,不合格
20123093,24,不合格
20123094,88,A
20123095,73,B
20123096,56,不合格
20123097,37,不合格
20123098,38,不合格
20123099,42,不合格
20123100,48,不合格
20123101,90,A
20123102,22,不合格
20123103,13,不合格
20123104,9,不合格
20123105,1,不合格
20123106,9,不合格
20123107,72,B
20123108,71,B
20123109,99,A
20123110,23,不合格
20123111,67,B
20123112,15,不合格
20123113,52,不合格
20123114,54,不合格
20123115,4,不合格
20123116,38,不合格
20123117,2,不合格
20123118,37,不合格
20123119,49,不合格
20123120,98,A
20123121,97,A
20123122,50,不合格
20123123,82,A
20123124,56,不合格
20123125,15,不合格
20123126,87,A
20123127,20,不合格
20123128,44,不合格
20123129,31,不合格
20123130,91,A
20123131,19,不合格
20123132,80,A
20123133,5,不合格
20123134,95,A
20123135,90,A
20123136,66,B
20123137,22,不合格
20123138,64,B
20123139,65,B
20123140,45,不合格
20123141,81,A
20123142,54,不合格
20123143,47,不合格
20123144,1,不合格
20123145,98,A
20123146,23,不合格
20123147,12,不合格
20123148,27,不合格
20123149,79,B
20123150,80,A
20123151,7,不合格
20123152,79,B
20123153,58,不合格
20123154,79,B
20123155,46,不合格
20123156,17,不合格
20123157,6,不合格
20123158,45,不合格
20123159,49,不合格
20123160,17,不合格
20123161,26,不合格
20123162,89,A
20123163,39,不合格
20123164,67,B
20123165,54,不合格
20123166,13,不合格
20123167,97,A
20123168,74,B
20123169,13,不合格
20123170,54,不合格
20123171,54,不合格
20123172,29,不合格
20123173,87,A
20123174,32,不合格
20123175,49,不合格
20123176,49,不合格
20123177,66,B
20123178,53,不合格
20123179,81,A
20123180,11,不合格
20123181,36,不合格
20123182,92,A
20123183,66,B
20123184,73,B
20123185,59,不合格
20123186,50,不合格
20123187,2,不合格
20123188,36,不合格
20123189,9,不合格
20123190,66,B
20123191,94,A
20123192,54,不合格
20123193,15,不合格
20123194,10,不合格
20123195,84,A
20123196,95,A
20123197,58,不合格
20123198,68,B
20123199,61,B
20123200,1,不合格
20123201,88,A
20123202,23,不合格
20123203,60,B
20123204,86,A
20123205,46,不合格
20123206,61,B
20123207,86,A
20123208,90,A
20123209,97,A
20123210,58,不合格
20123211,90,A
20123212,51,不合格
20123213,82,A
20123214,3,不合格
20123215,61,B
20123216,45,不合格
20123217,18,不合格
20123218,53,不合格
20123219,17,不合格
20123220,84,A
20123221,98,A
20123222,23,不合格
20123223,27,不合格
20123224,43,不合格
20123225,11,不合格
20123226,65,B
20123227,1,不合格
20123228,82,A
20123229,15,不合格
20123230,83,A
20123231,58,不合格
20123232,27,不合格
20123233,60,B
20123234,0,不合格
20123235,89,A
20123236,42,不合格
20123237,53,不合格
20123238,45,不合格
20123239,84,A
20123240,31,不合格
20123241,87,A
20123242,90,A
20123243,70,B
20123244,14,不合格
20123245,20,不合格
20123246,64,B
20123247,87,A
20123248,44,不合格
20123249,12,不合格
20123250,32,不合格
20123251,22,不合格
20123252,44,不合格
20123253,71,B
20123254,14,不合格
20123255,18,不合格
20123256,0,不合格
20123257,30,不合格
20123258,37,不合格
20123259,67,B
20123260,31,不合格
20123261,43,不合格
20123262,8,不合格
20123263,9,不合格
20123264,76,B
20123265,0,不合格
20123266,35,不合格
20123267,32,不合格
20123268,30,不合格
20123269,33,不合格
20123270,80,A
20123271,36,不合格
20123272,3,不合格
20123273,95,A
20123274,25,不合格
20123275,29,不合格
20123276,72,B
20123277,3,不合格
20123278,54,不合格
20123279,73,B
20123280,69,B
20123281,17,不合格
20123282,16,不合格
20123283,9,不合格
20123284,43,不合格
20123285,48,不合格
20123286,85,A
20123287,72,B
20123288,64,B
20123289,18,不合格
20123290,83,A
20123291,86,A
20123292,0,不合格
20123293,64,B
20123294,91,A
20123295,96,A
20123296,17,不合格
20123297,52,不合格
20123298,30,不合格
20123299,36,不合格
20123300,21,不合格
20123301,40,不合格
20123302,6,不合格
20123303,87,A
20123304,90,A
20123305,85,A
20123306,42,不合格
20123307,2,不合格
20123308,3,不合格
20123309,89,A
20123310,37,不合格
20123311,57,不合格
20123312,90,A
20123313,50,不合格
20123314,27,不合格
20123315,85,A
20123316,0,不合格
20123317,88,A
20123318,25,不合格
20123319,82,A
20123320,0,不合格
20123321,26,不合格
20123322,27,不合格
20123323,72,B
20123324,42,不合格
20123325,86,A
20123326,18,不合格
20123327,28,不合格
20123328,9,不合格
20123329,80,A
20123330,29,不合格
20123331,33,不合格
20123332,94,A
20123333,94,A
20123334,31,不合格
20123335,48,不合格
20123336,13,不合格
20123337,53,不合格
20123338,81,A
20123339,10,不合格
20123340,88,A
20123341,98,A
20123342,13,不合格
20123343,57,不合格
20123344,41,不合格
20123345,4,不合格
20123346,85,A
20123347,48,不合格
20123348,29,不合格
20123349,68,B
20123350,9,不合格
20123351,75,B
20123352,21,不合格
20123353,72,B
20123354,3,不合格
20123355,42,不合格
20123356,47,不合格
20123357,76,B
20123358,30,不合格
20123359,48,不合格
20123360,83,A
20123361,71,B
20123362,49,不合格
20123363,89,A
20123364,97,A
20123365,76,B
20123366,13,不合格
20123367,43,不合格
20123368,25,不合格
20123369,91,A
20123370,30,不合格
20123371,40,不合格
20123372,57,不合格
20123373,30,不合格
20123374,1,不合格
20123375,91,A
20123376,70,B
20123377,14,不合格
20123378,8,不合格
20123379,46,不合格
20123380,53,不合格
20123381,96,A
20123382,7,不合格
20123383,9,不合格
20123384,22,不合格
20123385,96,A
20123386,83,A
20123387,82,A
20123388,2,不合格
20123389,39,不合格
20123390,9,不合格
20123391,34,不合格
20123392,28,不合格
20123393,50,不合格
20123394,87,A
20123395,80,A
20123396,54,不合格
20123397,45,不合格
20123398,1,不合格
20123399,70,B
20123400,74,B
20123401,88,A
20123402,70,B
20123403,81,A
20123404,55,不合格
20123405,72,B
20123406,18,不合格
20123407,27,不合格
20123408,74,B
20123409,70,B
20123410,79,B
20123411,86,A
20123412,51,不合格
20123413,40,不合格
20123414,12,不合格
20123415,50,不合格
20123416,30,不合格
20123417,36,不合格
20123418,73,B
20123419,21,不合格
20123420,68,B
20123421,58,不合格
20123422,53,不合格
20123423,75,B
20123424,54,不合格
20123425,81,A
20123426,33,不合格
20123427,71,B
20123428,63,B
20123429,4,不合格
20123430,99,A
20123431,84,A
20123432,63,B
20123433,81,A
20123434,31,不合格
20123435,8,不合格
20123436,93,A
20123437,91,A
20123438,92,A
20123439,91,A
20123440,45,不合格
20123441,78,B
20123442,89,A
20123443,64,B
20123444,6,不合格
20123445,44,不合格
20123446,98,A
20123447,50,不合格
20123448,20,不合格
20123449,95,A
20123450,14,不合格
20123451,17,不合格
20123452,76,B
20123453,35,不合格
20123454,45,不合格
20123455,63,B
20123456,0,不合格
20123457,44,不合格
20123458,24,不合格
20123459,93,A
20123460,35,不合格
20123461,48,不合格
20123462,81,A
20123463,17,不合格
20123464,20,不合格
20123465,28,不合格
20123466,61,B
20123467,71,B
20123468,60,B
20123469,30,不合格
20123470,59,不合格
20123471,7,不合格
20123472,31,不合格
20123473,5,不合格
20123474,66,B
20123475,56,不合格
20123476,99,A
20123477,71,B
20123478,15,不合格
20123479,25,不合格
20123480,28,不合格
20123481,37,不合格
20123482,55,不合格
20123483,62,B
20123484,0,不合格
20123485,66,B
20123486,12,不合格
20123487,17,不合格
20123488,73,B
20123489,38,不合格
20123490,95,A
20123491,76,B
20123492,66,B
20123493,99,A
20123494,84,A
20123495,25,不合格
20123496,77,B
20123497,75,B
20123498,53,不合格
20123499,0,不合格
20123500,94,A
20123501,51,不合格
20123502,28,不合格
20123503,63,B
20123504,91,A
20123505,76,B
20123506,10,不合格
20123507,6,不合格
20123508,50,不合格
20123509,90,A
20123510,23,不合格
20123511,68,B
20123512,60,B
20123513,55,不合格
20123514,41,不合格
20123515,39,不合格
20123516,20,不合格
20123517,86,A
20123518,77,B
20123519,75,B
20123520,83,A
20123521,60,B
20123522,29,不合格
20123523,5,不合格
20123524,30,不合格
20123525,43,不合格
20123526,22,不合格
20123527,2,不合格
20123528,11,不合格
20123529,31,不合格
20123530,69,B
20123531,33,不合格
20123532,18,不合格
20123533,33,不合格
20123534,78,B
20123535,78,B
20123536,28,不合格
20123537,32,不合格
20123538,93,A
20123539,91,A
20123540,22,不合格
20123541,13,不合格
20123542,76,B
20123543,40,不合格
20123544,63,B
20123545,38,不合格
20123546,44,不合格
20123547,84,A
20123548,25,不合格
20123549,30,不合格
20123550,89,A
20123551,30,不合格
20123552,49,不合格
20123553,22,不合格
20123554,26,不合格
20123555,97,A
20123556,79,B
20123557,14,不合格
20123558,65,B
20123559,93,A
20123560,3,不合格
20123561,83,A
20123562,26,不合格
20123563,87,A
20123564,41,不合格
20123565,95,A
20123566,75,B
20123567,85,A
20123568,68,B
20123569,39,不合格
20123570,29,不合格
20123571,57,不合格
20123572,52,不合格
20123573,18,不合格
20123574,22,不合格
20123575,12,不合格
20123576,0,不合格
20123577,55,不合格
20123578,31,不合格
20123579,72,B
20123580,36,不合格
20123581,55,不合格
20123582,79,B
20123583,84,A
20123584,0,不合格
20123585,77,B
20123586,69,B
20123587,11,不合格
20123588,83,A
20123589,80,A
20123590,3,不合格
20123591,18,不合格
20123592,49,不合格
20123593,15,不合格
20123594,23,不合格
20123595,69,B
20123596,32,不合格
20123597,44,不合格
20123598,1,不合格
20123599,10,不合格
20123600,21,不合格
20123601,79,B
20123602,19,不合格
20123603,36,不合格
20123604,81,A
20123605,8,不合格
20123606,80,A
20123607,7,不合格
20123608,88,A
20123609,70,B
20123610,50,不合格
20123611,51,不合格
20123612,69,B
20123613,99,A
20123614,1,不合格
20123615,61,B
20123616,41,不合格
20123617,1,不合格
20123618,39,不合格
20123619,92,A
20123620,57,不合格
20123621,87,A
20123622,85,A
20123623,11,不合格
20123624,3,不合格
20123625,13,不合格
20123626,17,不合格
20123627,97,A
20123628,57,不合格
20123629,68,B
20123630,29,不合格
20123631,15,不合格
20123632,17,不合格
20123633,66,B
20123634,31,不合格
20123635,81,A
20123636,90,A
20123637,43,不合格
20123638,9,不合格
20123639,17,不合格
20123640,79,B
20123641,38,不合格
20123642,19,不合格
20123643,19,不合格
20123644,78,B
20123645,94,A
20123646,0,不合格
20123647,58,不合格
20123648,65,B
20123649,10,不合格
20123650,76,B
20123651,64,B
20123652,58,不合格
20123653,46,不合格
20123654,43,不合格
20123655,83,A
20123656,92,A
20123657,60,B
20123658,78,B
20123659,81,A
20123660,15,不合格
20123661,82,A
20123662,58,不合格
20123663,69,B
20123664,85,A
20123665,71,B
20123666,7,不合格
20123667,30,不合格
20123668,48,不合格
20123669,2,不合格
20123670,45,不合格
20123671,9,不合格
20123672,40,不合格
20123673,26,不合格
20123674,65,B
20123675,45,不合格
20123676,11,不合格
20123677,81,A
20123678,36,不合格
20123679,88,A
20123680,99,A
20123681,12,不合格
20123682,50,不合格
20123683,95,A
20123684,35,不合格
20123685,53,不合格
20123686,34,不合格
20123687,33,不合格
20123688,69,B
20123689,47,不合格
20123690,25,不合格
20123691,58,不合格
20123692,85,A
20123693,22,不合格
20123694,81,A
20123695,65,B
20123696,94,A
20123697,43,不合格
20123698,61,B
20123699,40,不合格
20123700,41,不合格
20123701,6,不合格
20123702,7,不合格
20123703,91,A
20123704,80,A
20123705,99,A
20123706,87,A
20123707,57,不合格
20123708,28,不合格
20123709,97,A
20123710,79,B
20123711,83,A
20123712,75,B
20123713,23,不合格
20123714,35,不合格
20123715,55,不合格
20123716,77,B
20123717,39,不合格
20123718,90,A
20123719,68,B
20123720,46,不合格
20123721,12,不合格
20123722,59,不合格
20123723,84,A
20123724,64,B
20123725,36,不合格
20123726,18,不合格
20123727,6,不合格
20123728,45,不合格
20123729,0,不合格
20123730,63,B
20123731,9,不合格
20123732,21,不合格
20123733,78,B
20123734,6,不合格
20123735,54,不合格
20123736,91,A
20123737,90,A
20123738,49,不合格
20123739,8,不合格
20123740,36,不合格
20123741,74,B
20123742,63,B
20123743,27,不合格
20123744,30,不合格
20123745,39,不合格
20123746,81,A
20123747,70,B
20123748,20,不合格
20123749,52,不合格
20123750,69,B
20123751,58,不合格
20123752,98,A
20123753,72,B
20123754,33,不合格
20123755,26,不合格
20123756,73,B
20123757,6,不合格
20123758,14,不合格
20123759,42,不合格
20123760,28,不合格
20123761,98,A
20123762,72,B
20123763,38,不合格
20123764,21,不合格
20123765,89,A
20123766,82,A
20123767,30,不合格
20123768,76,B
20123769,25,不合格
20123770,93,A
20123771,20,不合格
20123772,25,不合格
20123773,83,A
20123774,42,不合格
20123775,72,B
20123776,17,不合格
20123777,89,A
20123778,93,A
20123779,9,不合格
20123780,14,不合格
20123781,61,B
20123782,38,不合格
20123783,20,不合格
20123784,32,不合格
20123785,69,B
20123786,76,B
20123787,53,不合格
20123788,63,B
20123789,15,不合格
20123790,53,不合格
20123791,17,不合格
20123792,65,B
20123793,52,不合格
20123794,48,不合格
20123795,82,A
20123796,41,不合格
20123797,58,不合格
20123798,52,不合格
20123799,59,不合格
20123800,61,B
20123801,76,B
20123802,93,A
20123803,19,不合格
20123804,90,A
20123805,38,不合格
20123806,12,不合格
20123807,87,A
20123808,9,不合格
20123809,25,不合格
20123810,97,A
20123811,46,不合格
20123812,27,不合格
20123813,83,A
20123814,82,A
20123815,71,B
20123816,53,不合格
20123817,64,B
20123818,50,不合格
20123819,89,A
20123820,56,不合格
20123821,85,A
20123822,81,A
20123823,70,B
20123824,34,不合格
20123825,4,不合格
20123826,44,不合格
20123827,35,不合格
20123828,75,B
20123829,43,不合格
20123830,72,B
20123831,9,不合格
20123832,88,A
20123833,59,不合格
20123834,83,A
20123835,80,A
20123836,28,不合格
20123837,19,不合格
20123838,0,不合格
20123839,53,不合格
20123840,4,不合格
20123841,34,不合格
20123842,17,不合格
20123843,16,不合格
20123844,40,不合格
20123845,8,不合格
20123846,65,B
20123847,23,不合格
20123848,14,不合格
20123849,79,B
20123850,95,A
20123851,23,不合格
20123852,62,B
20123853,4,不合格
20123854,99,A
20123855,15,不合格
20123856,78,B
20123857,39,不合格
20123858,0,不合格
20123859,57,不合格
20123860,57,不合格
20123861,64,B
20123862,14,不合格
20123863,57,不合格
20123864,64,B
20123865,47,不合格
20123866,18,不合格
20123867,78,B
20123868,30,不合格
20123869,75,B
20123870,68,B
20123871,54,不合格
20123872,85,A
20123873,12,不合格
20123874,42,不合格
20123875,64,B
20123876,94,A
20123877,40,不合格
20123878,63,B
20123879,36,不合格
20123880,80,A
20123881,27,不合格
20123882,35,不合格
20123883,68,B
20123884,30,不合格
20123885,31,不合格
20123886,73,B
20123887,28,不合格
20123888,11,不合格
20123889,15,不合格
20123890,94,A
20123891,16,不合格
20123892,97,A
20123893,95,A
20123894,64,B
20123895,12,不合格
20123896,13,不合格
20123897,34,不合格
20123898,75,B
20123899,14,不合格
20123900,98,A
20123901,33,不合格
20123902,30,不合格
20123903,30,不合格
20123904,8,不合格
20123905,95,A
20123906,7,不合格
20123907,46,不合格
20123908,22,不合格
20123909,32,不合格
20123910,75,B
20123911,7,不合格
20123912,99,A
20123913,70,B
20123914,25,不合格
20123915,91,A
20123916,61,B
20123917,31,不合格
20123918,16,不合格
20123919,48,不合格
20123920,33,不合格
20123921,44,不合格
20123922,47,不合格
20123923,61,B
20123924,41,不合格
